mol_id,smiles,scaffold_family,source_domain,split_group,adc2_s1_ev,adc2_t1_ev,adc2_dest_ev,adc2_fosc,adc2_available,scscc2_s1_ev,scscc2_t1_ev,scscc2_dest_ev,dft_dest_raw_ev,dft_dest_calibrated_ev,fosc_dft,homo_ev,lumo_ev,hl_gap_ev,homo_m1_ev,lumo_p1_ev,od_index,is_invest,is_near_zero,is_high_fosc
S141,CC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.6291,2.9075,-0.2784,0.0001,True,,,,,,,,,,,,,True,False,False
S142,NC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.9648,3.1741,-0.2093,0.0142,True,,,,,,,,,,,,,True,False,False
S143,OC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.8799,3.1287,-0.2487,0.0078,True,,,,,,,,,,,,,True,False,False
S144,FC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.7894,3.0666,-0.2773,0.0031,True,,,,,,,,,,,,,True,False,False
S145,SC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.6933,2.9736,-0.2803,0.0007,True,,,,,,,,,,,,,True,False,False
S146,ClC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.6437,2.9239,-0.2802,0.0001,True,,,,,,,,,,,,,True,False,False
S147,BrC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.6195,2.8962,-0.2767,0.0,True,,,,,,,,,,,,,True,False,False
S148,CNC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.9909,3.1876,-0.1967,0.016,True,,,,,,,,,,,,,True,False,False
S149,C=CC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.5581,2.8238,-0.2657,0.0002,True,,,,,,,,,,,,,True,False,False
S150,O=CC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.4438,2.6696,-0.2258,0.0015,True,,,,,,,,,,,,,True,False,False
S151,C#CC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.4998,2.756,-0.2562,0.0006,True,,,,,,,,,,,,,True,False,False
S152,[C-]#[N+]C1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.5625,2.8273,-0.2648,0.0002,True,,,,,,,,,,,,,True,False,False
S153,N#CC1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.4716,2.7011,-0.2295,0.0013,True,,,,,,,,,,,,,True,False,False
S154,CN(C)C1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.9979,3.1921,-0.1942,0.0158,True,,,,,,,,,,,,,True,False,False
S155,CC(=O)C1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.4547,2.6846,-0.2299,0.0011,True,,,,,,,,,,,,,True,False,False
S156,CS(=O)C1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.562,2.6955,-0.1335,0.0014,True,,,,,,,,,,,,,True,False,False
S157,[O-][N+](=O)C1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.5848,2.8451,-0.2602,0.0001,True,,,,,,,,,,,,,True,False,False
S158,FC(F)(F)C1=NC2=NC=NC3=NC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.5297,2.7863,-0.2566,0.0004,True,,,,,,,,,,,,,True,False,False
S159,CC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.5825,1.7423,-0.1597,0.0021,True,,,,,,,,,,,,,True,False,False
S160,CC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.5868,1.7322,-0.1453,0.0042,True,,,,,,,,,,,,,True,False,False
S161,CC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5513,1.6869,-0.1357,0.0028,True,,,,,,,,,,,,,True,False,False
S162,CC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5358,1.6702,-0.1344,0.003,True,,,,,,,,,,,,,True,False,False
S163,NC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.8604,2.0408,-0.1804,0.0001,True,,,,,,,,,,,,,True,False,False
S164,NC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.8589,1.9358,-0.0768,0.0131,True,,,,,,,,,,,,,True,True,False
S165,NC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4709,1.5304,-0.0595,0.0057,True,,,,,,,,,,,,,True,True,False
S166,NC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.439,1.5253,-0.0863,0.0031,True,,,,,,,,,,,,,True,True,False
S167,OC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.7908,1.9783,-0.1875,0.0,True,,,,,,,,,,,,,True,False,False
S168,OC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.8206,1.9074,-0.0869,0.0106,True,,,,,,,,,,,,,True,True,False
S169,OC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4559,1.5486,-0.0927,0.0048,True,,,,,,,,,,,,,True,True,False
S170,OC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4276,1.4952,-0.0676,0.0035,True,,,,,,,,,,,,,True,True,False
S171,FC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.6908,1.8803,-0.1895,0.0004,True,,,,,,,,,,,,,True,False,False
S172,FC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.7254,1.8512,-0.1258,0.0063,True,,,,,,,,,,,,,True,False,False
S173,FC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.426,1.5399,-0.1139,0.0048,True,,,,,,,,,,,,,True,False,False
S174,FC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4346,1.5528,-0.1182,0.0031,True,,,,,,,,,,,,,True,False,False
S175,SC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.6141,1.7852,-0.1711,0.0016,True,,,,,,,,,,,,,True,False,False
S176,SC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.6352,1.7748,-0.1397,0.0053,True,,,,,,,,,,,,,True,False,False
S177,SC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.541,1.6979,-0.1569,0.0033,True,,,,,,,,,,,,,True,False,False
S178,SC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5655,1.7162,-0.1507,0.0017,True,,,,,,,,,,,,,True,False,False
S179,ClC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.5596,1.7206,-0.161,0.0023,True,,,,,,,,,,,,,True,False,False
S180,ClC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.5964,1.7398,-0.1434,0.0036,True,,,,,,,,,,,,,True,False,False
S181,ClC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4636,1.6089,-0.1453,0.0041,True,,,,,,,,,,,,,True,False,False
S182,ClC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4803,1.6261,-0.1458,0.0018,True,,,,,,,,,,,,,True,False,False
S183,BrC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.5389,1.6926,-0.1537,0.0027,True,,,,,,,,,,,,,True,False,False
S184,BrC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.5774,1.7198,-0.1424,0.0036,True,,,,,,,,,,,,,True,False,False
S185,BrC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4698,1.6182,-0.1483,0.0042,True,,,,,,,,,,,,,True,False,False
S186,BrC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4878,1.6359,-0.1481,0.0016,True,,,,,,,,,,,,,True,False,False
S187,CNC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.9031,2.0739,-0.1708,0.0005,True,,,,,,,,,,,,,True,False,False
S188,CNC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.9151,1.9609,-0.0459,0.0158,True,,,,,,,,,,,,,True,True,False
S189,CNC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4717,1.5852,-0.1135,0.0044,True,,,,,,,,,,,,,True,False,False
S190,CNC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4571,1.519,-0.0619,0.0029,True,,,,,,,,,,,,,True,True,False
S191,C=CC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.452,1.5665,-0.1146,0.0053,True,,,,,,,,,,,,,True,False,False
S192,C=CC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.5156,1.6496,-0.1339,0.0059,True,,,,,,,,,,,,,True,False,False
S193,C=CC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5057,1.6463,-0.1406,0.0051,True,,,,,,,,,,,,,True,False,False
S194,C=CC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5077,1.6555,-0.1477,0.0009,True,,,,,,,,,,,,,True,False,False
S195,O=CC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.3098,1.3604,-0.0506,0.0072,True,,,,,,,,,,,,,True,True,False
S196,O=CC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.4317,1.5206,-0.0888,0.0031,True,,,,,,,,,,,,,True,True,False
S197,O=CC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6412,1.7847,-0.1435,0.0053,True,,,,,,,,,,,,,True,False,False
S198,O=CC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6657,1.8132,-0.1474,0.0006,True,,,,,,,,,,,,,True,False,False
S199,C#CC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.4171,1.5275,-0.1104,0.0052,True,,,,,,,,,,,,,True,False,False
S200,C#CC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.456,1.5908,-0.1349,0.0036,True,,,,,,,,,,,,,True,False,False
S201,C#CC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5322,1.6814,-0.1493,0.0057,True,,,,,,,,,,,,,True,False,False
S202,C#CC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5564,1.7075,-0.1511,0.0006,True,,,,,,,,,,,,,True,False,False
S203,[C-]#[N+]C1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.447,1.5735,-0.1265,0.0047,True,,,,,,,,,,,,,True,False,False
S204,[C-]#[N+]C1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.51,1.6495,-0.1395,0.0033,True,,,,,,,,,,,,,True,False,False
S205,[C-]#[N+]C1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5228,1.6729,-0.1501,0.0051,True,,,,,,,,,,,,,True,False,False
S206,[C-]#[N+]C1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5525,1.7051,-0.1526,0.0007,True,,,,,,,,,,,,,True,False,False
S207,N#CC1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.3669,1.4456,-0.0788,0.0062,True,,,,,,,,,,,,,True,True,False
S208,N#CC1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.449,1.5555,-0.1064,0.0024,True,,,,,,,,,,,,,True,False,False
S209,N#CC1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5949,1.7447,-0.1498,0.005,True,,,,,,,,,,,,,True,False,False
S210,N#CC1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6506,1.8004,-0.1498,0.0005,True,,,,,,,,,,,,,True,False,False
S211,CN(C)C1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.8849,2.0562,-0.1714,0.0003,True,,,,,,,,,,,,,True,False,False
S212,CN(C)C1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.887,1.9526,-0.0656,0.0167,True,,,,,,,,,,,,,True,True,False
S213,CN(C)C1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.4825,1.5969,-0.1144,0.0043,True,,,,,,,,,,,,,True,False,False
S214,CN(C)C1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.475,1.5967,-0.1216,0.0023,True,,,,,,,,,,,,,True,False,False
S215,CC(=O)C1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.3235,1.3851,-0.0615,0.0065,True,,,,,,,,,,,,,True,True,False
S216,CC(=O)C1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.3986,1.5029,-0.1042,0.0035,True,,,,,,,,,,,,,True,False,False
S217,CC(=O)C1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6652,1.8059,-0.1407,0.006,True,,,,,,,,,,,,,True,False,False
S218,CC(=O)C1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.7483,1.8861,-0.1378,0.0003,True,,,,,,,,,,,,,True,False,False
S219,CS(=O)C1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.4776,1.6004,-0.1228,0.0037,True,,,,,,,,,,,,,True,False,False
S220,CS(=O)C1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.5403,1.6661,-0.1258,0.004,True,,,,,,,,,,,,,True,False,False
S221,CS(=O)C1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5661,1.7283,-0.1622,0.0033,True,,,,,,,,,,,,,True,False,False
S222,CS(=O)C1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.5674,1.7244,-0.1571,0.0015,True,,,,,,,,,,,,,True,False,False
S223,[O-][N+](=O)C1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.3214,1.3645,-0.0432,0.0061,True,,,,,,,,,,,,,True,True,False
S224,[O-][N+](=O)C1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.4512,1.547,-0.0958,0.0023,True,,,,,,,,,,,,,True,True,False
S225,[O-][N+](=O)C1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.7024,1.8421,-0.1397,0.0048,True,,,,,,,,,,,,,True,False,False
S226,[O-][N+](=O)C1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.779,1.9177,-0.1387,0.0004,True,,,,,,,,,,,,,True,False,False
S227,FC(F)(F)C1=CC2=CC=NC3=NC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.4335,1.5444,-0.1109,0.0048,True,,,,,,,,,,,,,True,False,False
S228,FC(F)(F)C1=CC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.5085,1.6311,-0.1226,0.0021,True,,,,,,,,,,,,,True,False,False
S229,FC(F)(F)C1=CC=C2C=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6,1.7642,-0.1642,0.0029,True,,,,,,,,,,,,,True,False,False
S230,FC(F)(F)C1=CN=C2N=CC=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6547,1.8073,-0.1527,0.0016,True,,,,,,,,,,,,,True,False,False
S231,CC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.903,2.0436,-0.1406,0.0033,True,,,,,,,,,,,,,True,False,False
S232,CC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.9168,2.0439,-0.1271,0.0068,True,,,,,,,,,,,,,True,False,False
S233,CC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.8983,2.0235,-0.1252,0.0048,True,,,,,,,,,,,,,True,False,False
S234,CC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8273,1.9538,-0.1265,0.0042,True,,,,,,,,,,,,,True,False,False
S235,CC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.8937,1.99,-0.0963,0.0042,True,,,,,,,,,,,,,True,True,False
S236,CC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8894,1.9891,-0.0997,0.0048,True,,,,,,,,,,,,,True,True,False
S237,NC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,2.1773,2.329,-0.1517,0.0007,True,,,,,,,,,,,,,True,False,False
S238,NC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,2.1351,2.2214,-0.0863,0.0168,True,,,,,,,,,,,,,True,True,False
S239,NC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.2005,2.2253,-0.0248,0.0235,True,,,,,,,,,,,,,True,True,False
S240,NC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6725,1.7388,-0.0663,0.0077,True,,,,,,,,,,,,,True,True,False
S241,NC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.7907,1.7498,0.041,0.009,True,,,,,,,,,,,,,False,True,False
S242,NC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8097,1.8327,-0.023,0.0064,True,,,,,,,,,,,,,True,True,False
S243,OC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,2.1147,2.271,-0.1562,0.0007,True,,,,,,,,,,,,,True,False,False
S244,OC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,2.0591,2.1756,-0.1165,0.0109,True,,,,,,,,,,,,,True,False,False
S245,OC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.1544,2.2043,-0.0499,0.0176,True,,,,,,,,,,,,,True,True,False
S246,OC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6488,1.709,-0.0602,0.0092,True,,,,,,,,,,,,,True,True,False
S247,OC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.8328,1.8218,0.0109,0.0076,True,,,,,,,,,,,,,False,True,False
S248,OC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8199,1.8224,-0.0025,0.007,True,,,,,,,,,,,,,True,True,False
S249,FC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,2.0063,2.173,-0.1668,0.0013,True,,,,,,,,,,,,,True,False,False
S250,FC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.9822,2.1307,-0.1485,0.0058,True,,,,,,,,,,,,,True,False,False
S251,FC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.0781,2.1628,-0.0847,0.0119,True,,,,,,,,,,,,,True,True,False
S252,FC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.7038,1.8069,-0.1031,0.0073,True,,,,,,,,,,,,,True,False,False
S253,FC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8174,1.8772,-0.0597,0.0058,True,,,,,,,,,,,,,True,True,False
S254,FC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.7737,1.8563,-0.0826,0.0057,True,,,,,,,,,,,,,True,True,False
S255,SC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.9413,2.0931,-0.1518,0.0028,True,,,,,,,,,,,,,True,False,False
S256,SC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.9093,2.0493,-0.14,0.0088,True,,,,,,,,,,,,,True,False,False
S257,SC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.969,2.0798,-0.1107,0.0068,True,,,,,,,,,,,,,True,False,False
S258,SC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.7176,1.8239,-0.1063,0.0069,True,,,,,,,,,,,,,True,False,False
S259,SC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.7861,1.8465,-0.0603,0.0086,True,,,,,,,,,,,,,True,True,False
S260,SC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8786,2.011,-0.1324,0.0022,True,,,,,,,,,,,,,True,False,False
S261,ClC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.884,2.0265,-0.1425,0.0037,True,,,,,,,,,,,,,True,False,False
S262,ClC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.8744,2.016,-0.1416,0.0051,True,,,,,,,,,,,,,True,False,False
S263,ClC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.7681,1.8943,-0.1262,0.0057,True,,,,,,,,,,,,,True,False,False
S264,ClC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.7883,1.9026,-0.1143,0.0067,True,,,,,,,,,,,,,True,False,False
S265,ClC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8205,1.9288,-0.1083,0.003,True,,,,,,,,,,,,,True,False,False
S266,ClC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.9399,2.0554,-0.1155,0.0054,True,,,,,,,,,,,,,True,False,False
S267,BrC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.8643,1.9997,-0.1354,0.0041,True,,,,,,,,,,,,,True,False,False
S268,BrC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.8556,1.9939,-0.1383,0.0054,True,,,,,,,,,,,,,True,False,False
S269,BrC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.9193,2.036,-0.1167,0.0049,True,,,,,,,,,,,,,True,False,False
S270,BrC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.7776,1.9055,-0.128,0.0056,True,,,,,,,,,,,,,True,False,False
S271,BrC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.7899,1.9086,-0.1187,0.0072,True,,,,,,,,,,,,,True,False,False
S272,BrC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8196,1.9346,-0.115,0.0027,True,,,,,,,,,,,,,True,False,False
S273,CNC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,2.2265,2.3624,-0.1359,0.0007,True,,,,,,,,,,,,,True,False,False
S274,CNC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,2.1449,2.2144,-0.0695,0.0189,True,,,,,,,,,,,,,True,True,False
S275,CNC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,2.2338,2.2392,-0.0054,0.0253,True,,,,,,,,,,,,,True,True,False
S276,CNC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.6584,1.7105,-0.052,0.008,True,,,,,,,,,,,,,True,True,False
S277,CNC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.8219,1.7318,0.09,0.0108,True,,,,,,,,,,,,,False,True,False
S278,CNC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8233,1.8949,-0.0715,0.0044,True,,,,,,,,,,,,,True,True,False
S279,C=CC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.807,1.9055,-0.0985,0.0061,True,,,,,,,,,,,,,True,True,False
S280,C=CC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.8624,1.9461,-0.0837,0.0134,True,,,,,,,,,,,,,True,True,False
S281,C=CC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.7951,1.9397,-0.1446,0.0031,True,,,,,,,,,,,,,True,False,False
S282,C=CC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8118,1.9332,-0.1214,0.0052,True,,,,,,,,,,,,,True,False,False
S283,C=CC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.757,1.8496,-0.0927,0.0122,True,,,,,,,,,,,,,True,True,False
S284,C=CC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8211,1.9413,-0.1202,0.0015,True,,,,,,,,,,,,,True,False,False
S285,O=CC1=CC2=CC=NC3=NC=NC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.6348,1.6776,-0.0428,0.0096,True,,,,,,,,,,,,,True,True,False
S286,O=CC1=NC2=NC=NC3=CC=CC(=C1)N23,pollice_heptazine_deriv,pollice,source,1.8091,1.8263,-0.0173,0.0076,True,,,,,,,,,,,,,True,True,False
S287,O=CC1=NC2=CC=CC3=CC=NC(=N1)N23,pollice_heptazine_deriv,pollice,source,1.7039,1.83,-0.1261,0.0017,True,,,,,,,,,,,,,True,False,False
S288,O=CC1=CC=C2N=CN=C3N=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.9519,2.09,-0.1382,0.0037,True,,,,,,,,,,,,,True,False,False
S289,O=CC1=CN=C2N=CN=C3C=CC=C1N23,pollice_heptazine_deriv,pollice,source,1.8704,2.0456,-0.1752,0.0003,True,,,,,,,,,,,,,True,False,False
S290,O=CC1=CC=C2C=CN=C3N=CN=C1N23,pollice_heptazine_deriv,pollice,source,1.9003,2.0339,-0.1336,0.0096,True,,,,,,,,,,,,,True,False,False
