mol_id,smiles,scaffold_family,source_domain,split_group,adc2_s1_ev,adc2_t1_ev,adc2_dest_ev,adc2_fosc,adc2_available,scscc2_s1_ev,scscc2_t1_ev,scscc2_dest_ev,dft_dest_raw_ev,dft_dest_calibrated_ev,fosc_dft,homo_ev,lumo_ev,hl_gap_ev,homo_m1_ev,lumo_p1_ev,od_index,is_invest,is_near_zero,is_high_fosc
S970,c1cc2nnc3cnc4ccc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S971,c1cc2nnc3cnc4cnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S972,c1cc2nnc3cnc4ncc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S973,c1cc2nnc3cnc4nnc(c1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S974,c1cc2nnc3cnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S975,c1cc2nnc3cncc4ccc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S976,c1cc2nnc3cncc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S977,c1cc2nnc3cncc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S978,c1cc2nnc3cncc4nnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S979,c1cc2nnc3cnnc4ccc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S980,c1cc2nnc3cnnc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S981,c1cc2nnc3cnnc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S982,c1cc2nnc3ncc4ccc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S983,c1cc2nnc3ncc4cnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S984,c1cc2nnc3ncc4ncc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S985,c1cc2nnc3ncc4nnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S986,c1cc2nnc3nnc4ccc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S987,c1cc2nnc3nnc4cnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S988,c1cc2nnc3nnc4ncc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S989,c1cc2nnc3nnc4nnc(c1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S990,c1cc2nnc3nnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S991,c1cc2nnc3nncc4ccc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S992,c1cc2nnc3nncc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S993,c1cc2nnc3nncc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S994,c1cc2nnc3nncc4nnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S995,c1cc2nnc3nnnc4ccc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S996,c1cc2nnc3nnnc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S997,c1cc2nnc3nnnc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S998,c1cc2nnc3nnnc4nnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S999,c1cc2nncc3ccc4ncc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1000,c1cc2nncc3cnc4cnc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1001,c1cc2nncc3cnc4ncc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1002,c1cc2nncc3cnc4nnc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1003,c1cc2nncc3ncc4ncc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1004,c1cc2nncc3ncc4nnc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1005,c1cc2nncc3nnc4cnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1006,c1cc2nncc3nnc4ncc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1007,c1cc2nncc3nnc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1008,c1cc2nnnc3ccc4ncc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1009,c1cc2nnnc3ccc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1010,c1cc2nnnc3cnc4cnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1011,c1cc2nnnc3cnc4ncc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1012,c1cc2nnnc3cnc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1013,c1cc2nnnc3ncc4ncc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1014,c1cc2nnnc3ncc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1015,c1cc2nnnc3nnc4cnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1016,c1cc2nnnc3nnc4ncc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1017,c1cc2nnnc3nnc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1018,c1nc2ccc3ccc4ccc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1019,c1nc2ccc3ccc4cnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1020,c1nc2ccc3ccc4ncc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1021,c1nc2ccc3ccc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1022,c1nc2ccc3cnc4ccc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1023,c1nc2ccc3cnc4cnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1024,c1nc2ccc3cnc4ncc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1025,c1nc2ccc3cnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1026,c1nc2ccc3cncc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1027,c1nc2ccc3cnnc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1028,c1nc2ccc3ncc4cnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1029,c1nc2ccc3ncc4ncc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1030,c1nc2ccc3ncc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1031,c1nc2ccc3nnc4ccc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1032,c1nc2ccc3nnc4cnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1033,c1nc2ccc3nnc4ncc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1034,c1nc2ccc3nnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1035,c1nc2ccc3nncc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1036,c1nc2ccc3nnnc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1037,c1nc2cnc3ccc4cnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1038,c1nc2cnc3ccc4ncc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1039,c1nc2cnc3ccc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1040,c1nc2cnc3cnc4cnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1041,c1nc2cnc3cnc4ncc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1042,c1nc2cnc3cnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1043,c1nc2cnc3cncc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1044,c1nc2cnc3cncc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1045,c1nc2cnc3cnnc4cnc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1046,c1nc2cnc3cnnc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1047,c1nc2cnc3ncc4cnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1048,c1nc2cnc3ncc4nnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1049,c1nc2cnc3nnc4cnc(n1)n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1050,c1nc2cnc3nnc4ncc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1051,c1nc2cnc3nnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1052,c1nc2cnc3nncc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1053,c1nc2cnc3nncc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1054,c1nc2cnc3nnnc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1055,c1nc2cnc3nnnc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1056,c1nc2cncc3cnc4nnc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1057,c1nc2cncc3ncc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1058,c1nc2cncc3nnc4cnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1059,c1nc2cncc3nnc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1060,c1nc2cnnc3cnc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1061,c1nc2cnnc3ncc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1062,c1nc2cnnc3nnc4cnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1063,c1nc2cnnc3nnc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1064,c1nc2ncc3ccc4cnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1065,c1nc2ncc3ccc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1066,c1nc2ncc3cnc4cnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1067,c1nc2ncc3cnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1068,c1nc2ncc3cncc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1069,c1nc2ncc3cncc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1070,c1nc2ncc3cncc4nnc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1071,c1nc2ncc3cnnc4cnc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1072,c1nc2ncc3cnnc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1073,c1nc2ncc3cnnc4nnc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1074,c1nc2ncc3ncc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1075,c1nc2ncc3nnc4cnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1076,c1nc2ncc3nnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1077,c1nc2ncc3nncc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1078,c1nc2ncc3nncc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1079,c1nc2ncc3nncc4nnc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1080,c1nc2ncc3nnnc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1081,c1nc2ncc3nnnc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1082,c1nc2ncc3nnnc4nnc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1083,c1nc2nnc3ccc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1084,c1nc2nnc3cnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1085,c1nc2nnc3cncc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1086,c1nc2nnc3cncc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1087,c1nc2nnc3cncc4nnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1088,c1nc2nnc3cnnc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1089,c1nc2nnc3cnnc4ncc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1090,c1nc2nnc3cnnc4nnc1c2n34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1091,c1nc2nnc3ncc4nnnc1n4c23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1092,c1nc2nnc3nnc4cnnc1n4c23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1093,c1nc2nnc3nnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1094,c1nc2nnc3nnc4nnnc1n4c23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1095,c1nc2nnc3nncc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1096,c1nc2nnc3nncc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1097,c1nc2nnc3nncc4nnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1098,c1nc2nnc3nnnc4cnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1099,c1nc2nnc3nnnc4ncc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1100,c1nc2nnc3nnnc4nnc1c2n43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1101,c1nc2nncc3cnc4nnc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1102,c1nc2nncc3nnc4cnc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1103,c1nc2nncc3nnc4nnc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1104,c1nc2nnnc3cnc4nnc1c4n32,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1105,c1nc2nnnc3ncc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1106,c1nc2nnnc3nnc4cnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1107,c1nc2nnnc3nnc4nnc1c4n23,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1108,c1ncc2cnc3nnc4ncc1n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1109,c1ncc2nnc3nnc4ncc1n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1110,c1ncc2nnc3nnc4nnc1n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1111,c1nnc2cnc3nnc4ncc1n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1112,c1nnc2nnc3nnc4ncc1n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1113,c1nnc2nnc3nnc4nnc1n2c43,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1114,n1nc2nnc3nnc4nnc(n1)n2c34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1115,[H]C1=CC2=CN=C3N=C(C)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1116,[H]C1=CC2=CN=C3N=C(N)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1117,[H]C1=CC2=CN=C3N=C(O)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1118,[H]C1=CC2=CN=C3N=C(F)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1119,[H]C1=CC2=CN=C3N=C(S)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1120,[H]C1=CC2=CN=C3N=C(Cl)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1121,[H]C1=CC2=CN=C3N=C(Br)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1122,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(C)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1123,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(N)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1124,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(O)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1125,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(F)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1126,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(S)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1127,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(Cl)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1128,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(Br)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1129,[H]C1=NC2=NC=C3C=C(C)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1130,[H]C1=NC2=NC=C3C=C(N)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1131,[H]C1=NC2=NC=C3C=C(O)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1132,[H]C1=NC2=NC=C3C=C(F)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1133,[H]C1=NC2=NC=C3C=C(S)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1134,[H]C1=NC2=NC=C3C=C(Cl)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1135,[H]C1=NC2=NC=C3C=C(Br)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1136,[H]C1=CC2=CN=C3N=C(NC)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1137,[H]C1=CC2=CN=C3N=C(C=C)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1138,[H]C1=CC2=CN=C3N=C(C=O)N=C4N=C([H])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1139,[H]C1=CC2=CN=C3N=C(N=C4N=C([H])C1=C2N34)C#C,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1140,[H]C1=CC2=CN=C3N=C(N=C4N=C([H])C1=C2N34)C#N,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1141,[H]C1=CC2=CN=C3N=C(N=C4N=C([H])C1=C2N34)[N+]#[C-],pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1142,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(NC)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1143,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(C=C)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1144,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(C=O)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1145,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(C#C)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1146,[H]C1=CC2=CN=C3N=C([H])N=C4N=C(C#N)C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1147,[H]C1=CC2=CN=C3N=C([H])N=C4N=C([N+]#[C-])C1=C2N34,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1148,[H]C1=NC2=NC=C3C=C(NC)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
S1149,[H]C1=NC2=NC=C3C=C(C=C)C4=C3N2C(N=C4[H])=N1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,
