mol_id,smiles,scaffold_family,source_domain,split_group,adc2_s1_ev,adc2_t1_ev,adc2_dest_ev,adc2_fosc,adc2_available,scscc2_s1_ev,scscc2_t1_ev,scscc2_dest_ev,dft_dest_raw_ev,dft_dest_calibrated_ev,fosc_dft,homo_ev,lumo_ev,hl_gap_ev,homo_m1_ev,lumo_p1_ev,od_index,is_invest,is_near_zero,is_high_fosc,mw,logp,tpsa,hbd,hba,rot_bonds,aromatic_rings,ring_count,n_count,b_count,o_count,s_count,heteroatom_ratio,heavy_atom_count,num_atoms,fraction_csp3,num_amide_bonds,num_bridgehead_atoms,num_spiro_atoms,num_hetero_cycles,num_aromatic_hetero_cycles,num_saturated_rings,fp_pc1,fp_pc2,fp_pc3,fp_pc4,fp_pc5,fp_pc6,fp_pc7,fp_pc8,fp_pc9,fp_pc10,fp_pc11,fp_pc12,fp_pc13,fp_pc14,fp_pc15,fp_pc16,fp_pc17,fp_pc18,fp_pc19,fp_pc20,fp_pc21,fp_pc22,fp_pc23,fp_pc24,fp_pc25,fp_pc26,fp_pc27,fp_pc28,fp_pc29,fp_pc30,fp_pc31,fp_pc32,homo_spacing,lumo_spacing,stda_s1_ev,stda_t1_ev,stda_dest_ev,stda_fosc
S753,[H]N(C1=CC=C(O1)C#N)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(O1)C#N)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,701.7949999999998,7.88096000000001,157.08,2,13,8,4,9,11,0,2,0,0.2452830188679245,53,53,0.25,0,0,0,7,2,2,-2.8081216018364232,4.598414238972564,0.2204986279796478,-1.581583587934739,-1.1771712864275452,0.9081579382674698,-0.4644732770701785,0.2148094595898191,-0.2226169308372063,0.0956099530078946,-0.1827033675058672,-0.4616446301423256,-0.2470280198398655,-0.0616353345848516,-0.1831014482703042,0.450754086329701,-0.4376388323174062,-0.269068078742074,1.2473934316484812,0.1715850294453378,0.229950352429695,0.3077082531650605,0.3944060669082875,0.0540747257413642,0.1024838662390447,-0.4415866316320647,0.0257047145821054,0.364600918778063,-0.2079117123541441,0.2710609866132958,-0.6971267588636517,-0.6147133841348336,,,,,,
S754,[H]N(C1=CC(=CO1)C#N)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC(=CO1)C#N)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,701.7949999999998,7.88096000000001,157.08,2,13,8,4,9,11,0,2,0,0.2452830188679245,53,53,0.25,0,0,0,7,2,2,-2.8152338725005825,4.407592089762365,0.0863263924592645,-1.8479104504108053,-1.020604050740462,0.9474365766008016,-0.4058334531083251,0.3099013510376388,-0.3245085568230128,0.0628762366453922,-0.2590260899252713,-0.180597845576726,-0.1653074504020031,-0.1548468262100764,-0.2104524066572486,0.5040551398344341,-0.3869603545786065,-0.0882587949798791,1.411244844658058,0.4329889767769389,0.3549909227097426,0.2903339384733611,0.2455645581250977,0.036561448854651,0.4276936028093344,-0.3266785366792646,0.2101250727793033,0.2597750241411894,-0.1101176931533027,0.1940576380089757,-0.8442407490788522,-0.4050792104598509,,,,,,
S755,[H]N(C1=C(C=CO1)C#N)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=C(C=CO1)C#N)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,701.7949999999998,7.88096000000001,157.08,2,13,8,4,9,11,0,2,0,0.2452830188679245,53,53,0.25,0,0,0,7,2,2,-2.8027838904392066,4.233028298944356,0.1626793790387318,-1.8133032179556852,-1.0545636108511487,1.0544522038345503,-0.3561198321803938,0.2788716887578593,-0.3267691208442282,0.1576607225422861,-0.3598461129006045,-0.023528768653579,-0.1637525203220496,-0.0655846524356435,-0.0695745757414554,0.6549984063359711,-0.5304295486475588,-0.0007504044299634,1.4558815548185926,0.6239427058968045,0.4838884943982209,0.2318706426414923,0.0842171692861861,0.0835138023108979,0.4956783989108106,-0.1699082641674709,0.2085141615428699,0.1829333022764199,-0.4558936893908527,0.166283387150859,-0.558335448898095,-0.1117175675680463,,,,,,
S756,[H]N(C1=CC=C(O1)C(F)(F)F)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(O1)C(F)(F)F)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,787.7689999999998,10.175199999999997,109.5,2,11,8,4,9,9,0,2,0,0.2982456140350877,57,57,0.3,0,0,0,7,2,2,-2.979237461739974,4.534234550834671,0.071839211014823,-1.6128207820578042,-0.8162129457939744,0.9294225786706228,-0.2620203463798916,0.2342467551619084,-0.813832088012517,-0.4739638985268257,-0.2487174754538448,-0.6648511603444054,0.1658506200650171,-0.0940542022145638,-0.0870629153581984,-0.0549399097442052,-0.9573542033456126,0.67522313891749,-0.2016788595980023,0.5924237440060968,-0.3296821463889826,-0.065420785076643,-0.190200822260434,0.3839772096408562,-0.6442504619335516,-0.1484055158347393,-0.2107553056352962,0.1657690820581633,-0.0116970367379555,0.5252276607588969,-0.4619322174073866,-0.4060885385435601,,,,,,
S757,[H]N(C1=CC(=CO1)C(F)(F)F)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC(=CO1)C(F)(F)F)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,787.7689999999998,10.175199999999997,109.5,2,11,8,4,9,9,0,2,0,0.2982456140350877,57,57,0.3,0,0,0,7,2,2,-2.9527001004575824,4.38476100572565,-0.0758058617011347,-1.6583345883077818,-0.7923642616380362,0.9746562225031236,-0.2164247893445248,0.2980031331165668,-0.8476659647609419,-0.4420894284570713,-0.3871723250009928,-0.461849011205251,0.2960759902007459,-0.2493417207527873,0.0509416221732249,-0.0379510225337856,-0.9694824849294712,1.0282223710180352,-0.0761309652651643,0.5996180525055316,-0.2382009298608558,-0.1301280443303161,-0.4734153864206758,0.2581358126198789,-0.3110351979123517,0.0958787459220664,0.0551870316600386,-0.1617516719401713,0.0339303705867239,0.5200286409729624,-0.5882656702420629,-0.2501667471604214,,,,,,
S758,[H]N(C1=C(C=CO1)C(F)(F)F)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=C(C=CO1)C(F)(F)F)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,787.7689999999998,10.175199999999997,109.5,2,11,8,4,9,9,0,2,0,0.2982456140350877,57,57,0.3,0,0,0,7,2,2,-2.9108992386953463,4.236908047452611,0.0435685712563329,-1.6062503598303337,-0.8155300433330563,1.111855813369526,-0.1754731503445679,0.2730692964891394,-0.8237254733344586,-0.3016818283331572,-0.4586642774728507,-0.2462668477890055,0.2797000240999692,-0.1706343968231393,0.0970430665753878,0.2284319531124413,-1.083965391479518,0.9703489135343336,-0.0441027509108845,0.9866802094378476,0.0387356481894518,-0.1873372014106202,-0.5650917613814141,0.3588295422692057,-0.2910948068651561,0.1869534755746373,0.0109821166020773,-0.0905374652478717,-0.2412022987041435,0.4737408789047152,-0.3080294179824377,-0.0258633079105341,,,,,,
S759,[H]N(C1=CN=CO1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CN=CO1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,653.7509999999999,6.927600000000006,135.28,2,13,8,4,9,11,0,2,0,0.2653061224489796,49,49,0.2777777777777778,0,0,0,7,2,2,-2.6697819836234427,4.403538751092823,0.2172059991311075,-1.9747701457491764,-1.0171422742265672,0.9527313738325404,-0.2174954868781811,0.2196077320323304,-0.4471533526159294,-0.0196700863224571,-0.219465793069054,-0.2003773440142353,-0.1648926549155492,-0.516143403646224,-0.2428855682399177,0.2525034040890525,-0.3452997628628627,-0.0678690565613453,0.5686667655741019,0.6355717564814358,-0.4295622777518946,-0.0514721655163226,0.020699358337015,0.0770859398413727,-0.4329821977092334,0.0022403738332283,0.0717605043776812,0.1728646052607846,-0.2293448942784928,0.1092042461703354,0.0363313003463476,0.0679707712855181,,,,,,
S760,[H]N(C1=CC=NO1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=NO1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,653.7509999999999,6.927600000000006,135.28,2,13,8,4,9,11,0,2,0,0.2653061224489796,49,49,0.2777777777777778,0,0,0,7,2,2,-2.8244076008404004,4.372767104133766,0.1429230560522257,-1.7308487338697296,-1.0099194741166315,0.9894773725904462,-0.351352012859359,0.2145189482324507,-0.54507514388985,-0.1659080801393332,-0.2370659378612248,-0.1116886742576463,0.2410998223004493,-0.3470504232074847,0.0897404339776967,0.2226260252503012,-0.5395818652439693,0.1325484465778756,0.4802084656815735,0.6697169424454489,-0.0665547296157892,-0.0933746116990225,-0.2409933421991648,0.1882141142537507,-0.3207384553307819,0.2010393037844476,0.1489474690026371,-0.0864226402134716,-0.297957617549456,0.3780500340854401,-0.0398135888499805,0.1806891404561634,,,,,,
S761,[H]N(C1=NC=CO1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CO1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,653.7509999999999,6.927600000000006,135.28,2,13,8,4,9,11,0,2,0,0.2653061224489796,49,49,0.2777777777777778,0,0,0,7,2,2,-2.5729214243234426,4.26918120230612,0.2840421393141852,-1.8697912726120245,-1.144396705733976,1.0417669119415622,-0.1765289447270452,0.1509980417850775,-0.5260163219474071,0.0980098813097448,-0.3445384017401827,0.0465768865952687,0.4325482628810166,-0.3456769367742124,0.1680000256065929,0.4174769246373264,-0.5474806241108823,-0.028755864565719,0.6961217082657079,0.8231231514742902,0.1871440624047989,-0.1258112699652186,-0.3313289859213738,0.1721416221866657,-0.1375177296073225,0.3083590981764761,0.2948513021210573,-0.1113583593382473,-0.5094676834052497,0.125160782310175,0.3998628190388686,0.3390207595005775,,,,,,
S762,[H]N(C1=CN=CS1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CN=CS1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,685.887,7.864600000000008,109.0,2,13,8,4,9,11,0,0,2,0.2653061224489796,49,49,0.2777777777777778,0,0,0,7,2,2,-2.7385087627889324,4.089208195885738,0.3026201736821348,-1.818337629520987,-1.042013037730135,1.0061666852295357,-0.314043464249554,0.122875711456008,-0.5540370293163612,0.0648130610559366,-0.3298621056342013,0.142693397170302,-0.1487236332593515,-0.5298158930943817,-0.1103087474866221,0.5159960677149145,-0.3797531872189384,0.2017819799155763,0.6234869305553209,0.932331565524008,-0.2053110528855974,-0.2457255873234899,-0.33380196018481,-0.1002364635360907,-0.0501547085180521,0.1705297450505763,0.1547109197283888,-0.1299929841342553,-0.1991667376539715,-0.1100585824565226,0.112914234909057,0.2710173664173894,,,,,,
S763,[H]N(C1=CC=NS1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=NS1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,685.887,7.864600000000008,109.0,2,13,8,4,9,11,0,0,2,0.2653061224489796,49,49,0.2777777777777778,0,0,0,7,2,2,-2.680219162300194,4.26108130101727,0.0243259296925686,-1.755937416023685,-0.9519437669924102,0.8209099293506346,-0.4490059030498502,0.2322052279055269,-0.5033168158741839,0.0965947667174691,-0.4101211381102776,0.2063164990661508,0.1565992375200346,-0.4520483875791822,0.1908805888711898,0.500919401098151,-0.2904157119591189,0.0230139218957962,0.5000573044833874,0.8321185931326127,-0.0460272615961606,-0.1714106167848593,-0.3312115184442936,0.1491678337260186,-0.0689365230490722,0.3794538704396845,0.1732843473106022,-0.0942498056364662,-0.5861411653062734,-0.181501106565189,0.1233853886432933,0.3461952651147206,,,,,,
S764,[H]N(C1=NC=CS1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=NC=CS1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,685.887,7.864600000000008,109.0,2,13,8,4,9,11,0,0,2,0.2653061224489796,49,49,0.2777777777777778,0,0,0,7,2,2,-2.567657258705913,4.180353112857086,0.2694873269821455,-1.8105274516859893,-1.1463167190688175,0.9933820911696852,-0.3595107439905765,0.1469926553553536,-0.5417085872088261,0.1033616976127552,-0.3506661283193695,0.1997341583518885,0.3535089429488591,-0.4108878495753021,0.1525250760978135,0.5011502793573825,-0.4690468442142651,0.0047177058619065,0.61254289117896,0.8677130096215372,0.1773609695545397,-0.2210819676516506,-0.401104324214527,0.058983919649987,-0.1337828377132688,0.2950920804196278,0.157210242045406,-0.2095394565258838,-0.5160383068923033,-0.1460754424312394,0.3635316543222999,0.2943425565926312,,,,,,
S765,[H]N(C1=CC=C(O1)C(C)C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(O1)C(C)C)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,735.9369999999998,10.384399999999994,109.5,2,11,10,4,9,9,0,2,0,0.2,55,55,0.3636363636363636,0,0,0,7,2,2,-2.8514837001463555,4.593454741988941,0.1122569133456462,-1.7031873403758184,-0.9712161192983724,0.6652529769083293,-0.6269573832960289,0.2737165742889768,-0.7009952347375625,-0.008122228093039,0.2134815507411493,-0.1784214385491427,-0.1345199848146122,-0.3835699653264202,-0.4587266802406275,0.0453528063822599,-0.2800502508633318,-0.37849714025812,0.4543509315443803,0.3719714444680627,-0.3945776043541396,-0.1612247468667867,-0.0658782232507145,0.1297741951371054,-0.5683145226286518,-0.3242878453157552,0.1243260419963461,0.2184334652277689,0.0367192664951956,0.2743507912254773,-0.0221105616333081,0.0606934933829676,,,,,,
S766,[H]N(C1=CC=C(O1)C1CC1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(O1)C1CC1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,731.9049999999997,9.892399999999997,109.5,2,11,10,4,11,9,0,2,0,0.2,55,55,0.3636363636363636,0,0,0,7,2,4,-2.7171627693624503,4.535542578705583,0.0351635235804159,-1.86562917770724,-1.048921803562654,0.8224744402859443,-0.4704690240014415,0.2235796484845807,-0.4613005447434647,-0.1767025995911904,-0.1623110044549805,-0.2336830351701181,-0.1344757201648746,-0.4532545416591069,-0.1997501054670747,0.1936361409273696,-0.3070600749976581,-0.267274879359546,0.4695995829017736,0.4452255512495879,-0.5520545964413621,-0.0183285439735135,0.1176446430832352,0.2264325705277781,-0.5078719293458522,-0.0047646056595863,0.0263887414418071,0.3041627642383014,-0.2375802001257616,0.1603278217687601,-0.1332350262831229,-0.1064035911111599,,,,,,
S767,[H]N(C1=CC=C(O1)C(C)(C)C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(O1)C(C)(C)C)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,763.9909999999995,10.732599999999994,109.5,2,11,8,4,9,9,0,2,0,0.1929824561403508,57,57,0.391304347826087,0,0,0,7,2,2,-2.917993129338145,4.597458357145516,-0.0020474252487104,-1.601494536736412,-0.8629238313442507,0.7090581342496485,-0.3138277854021676,0.33352398112849,-0.8940235040527048,-0.1160575876237218,0.064378453312842,-0.3459445883847995,-0.0103718639980618,-0.1507852088135992,-0.4113545039970354,-0.0477930796333162,-0.5392320372801689,-0.1596441536280097,0.2606420614714987,0.3506621388714472,-0.3222760751417212,-0.1596765746063167,-0.1899577524400474,0.048165612409704,-0.6566736813343772,-0.4164555247742894,0.1790906316118481,0.4230721495346103,0.0232056841776094,0.1419100495913211,-0.0441466462555884,-0.0288101919574752,,,,,,
S768,[H]N(C1=CC=C(O1)[Si](C)(C)C)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC=NC(=N1)N23)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(O1)[Si](C)(C)C)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,796.1409999999995,9.228000000000002,109.5,2,11,10,4,9,9,0,2,0,0.2280701754385964,57,57,0.3636363636363636,0,0,0,7,2,2,-2.8649618876042693,4.606490699888135,0.0965217060597607,-1.683696645768095,-1.002098467218055,0.7414536247922634,-0.4368459574431006,0.2072589237659597,-0.6756032654964587,0.0244938457653223,0.1955613452767194,-0.2486316780905334,-0.1369793333213315,-0.3153219302098676,-0.4096947768655893,-0.0020026201950264,-0.335309954723325,-0.4129152064195224,0.4822623308977636,0.3471321084286918,-0.4163482695391309,-0.1651758469451872,-0.0694117562312153,0.0816916579213699,-0.5807625331712338,-0.3075062266500091,0.1159248721720588,0.2562306109705678,-0.0567574553848658,0.3046295426621948,-0.0150292267124666,0.1194174257963474,,,,,,
S769,[H]N(C1=CC=C(C)O1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C#N)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)O1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,704.8389999999998,8.648220000000006,133.29,2,12,8,4,9,10,0,2,0,0.2264150943396226,53,53,0.2926829268292683,0,0,0,7,2,2,-2.278795999266886,4.995166701305502,1.1182708240409411,-1.0609723636560018,0.2755053730865403,-0.6489606240236626,-0.5243618738134721,-0.352736940421041,0.4646370266649194,-0.3896473098499248,0.6674145050426203,-1.2003818984974084,-0.5505738424955975,0.8360181848709485,-0.4308728469081213,-0.1486450779910076,-0.2356794633290179,-0.7621484792497853,1.1875150510022463,-0.7009693019445355,0.3521245197862925,0.4639088085621585,0.982200669227572,0.0314426264583582,0.748617242645084,-0.762147618764139,0.0795159783417386,0.4869248893082494,0.1333731775627807,0.0448916695431706,-0.6994310670448065,-0.6348607384793916,,,,,,
S770,[H]N(C1=CC=C(C)O1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C(F)(F)F)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)O1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,747.8259999999995,9.686939999999998,109.5,2,11,8,4,9,9,0,2,0,0.2545454545454545,55,55,0.3170731707317073,0,0,0,7,2,2,-2.380895602093949,4.974184032375107,0.9953801176426644,-0.8486744128416356,0.5162743103953704,-0.6052764660092008,-0.3401786952365124,-0.3481538854589655,-0.1430954724040432,-0.9470673687281846,0.593421426071301,-1.3912060164993725,-0.0235629923677146,0.6281424575710468,-0.2735269674234055,-0.7448865625838509,-0.8543012201075965,0.4544574300103755,-0.8466747218404856,-0.2727921647490981,-0.3845725422883586,-0.1238988753171876,0.0742877544189291,0.4072397173226284,-0.5725567955390349,-0.2934251953508013,-0.2472719825291588,0.1394206536840098,0.4946190536783131,0.6484380099857372,-0.2668692697706248,-0.3762165138575786,,,,,,
S771,[H]N(C1=CC=C(C)O1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=CN1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)O1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,744.9039999999995,9.50104,125.28999999999998,3,11,9,5,10,10,0,2,0,0.2142857142857142,56,56,0.2727272727272727,0,0,0,8,3,2,-2.1563922844863965,5.352719482820445,1.0664917095177595,-0.7186187883688826,0.2085570098169452,-0.837753298153759,-0.3325448375258673,-0.4042078033506748,0.2568087620444885,-0.466430895440212,0.4637368648346113,-0.9162578816675592,-0.557432131205491,0.2891096690292644,-0.0053675061262514,-0.378630429341724,0.460912125801456,-1.166039051372743,-0.5941967943869666,-0.6436522797155357,-0.902753296640054,1.0301024763273074,0.1178673878897027,-0.4708237072066636,-0.6225205128746144,-0.2171725490829744,-0.5660513730691039,0.1511995283009584,0.490750453654755,0.1986666983971531,0.0004549474593987,-0.304224424808616,,,,,,
S772,[H]N(C1=CC=C(C)O1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=NN1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)O1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,745.8919999999995,8.896040000000003,138.18,3,12,9,5,10,11,0,2,0,0.2321428571428571,56,56,0.2790697674418604,0,0,0,8,3,2,-2.2884494480686413,5.239129277318673,1.23819281929942,-0.8531037583041033,0.3491764287936217,-0.8915127938099565,-0.2936309669375974,-0.485474245502554,0.06747959989344,-0.5474878000276704,0.6463598877395188,-0.9716949876784922,-0.2303684304518704,0.4178076008211729,0.0424023188482349,-0.3651970109942415,0.2921937919483329,-1.1110111402255576,-0.3087952666905146,-0.7813133195289453,-0.5588006746114329,0.3170190791185552,0.3680079103965065,0.1013180183446104,-0.6693980507403418,-0.3261474082461383,-0.1925044543646776,0.2901404066585335,-0.1294562680952186,0.0890244841167189,0.2801710081509717,0.0269360806726483,,,,,,
S773,[H]N(C1=CC=C(C)O1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CN=CN1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)O1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,745.8919999999995,8.896040000000003,138.18,3,12,9,5,10,11,0,2,0,0.2321428571428571,56,56,0.2790697674418604,0,0,0,8,3,2,-2.24115716916509,5.182244908415409,1.3846848652590902,-1.0335847589766474,0.3245796547771967,-0.8770019538718735,-0.1036123451009705,-0.6018070687737066,-0.0284539577450002,-0.4357559373387968,0.6597627011837021,-1.0648534034254304,-0.6275712761468454,0.37320924891764,-0.1684525359040915,-0.4389061805024015,0.3120246576373527,-0.9802904396942104,-0.4334322112520126,-0.6057207790024022,-0.803679315005675,0.4910283985110446,0.5043113285606796,-0.1272682079449948,-0.559993629226415,-0.3411057868781954,-0.2319719850408724,0.2459065327543655,0.2239716959138141,0.096209589530681,0.2086459497499858,-0.1427959732974473,,,,,,
S774,[H]N(C1=CC=C(C)O1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=CO1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)O1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,745.8879999999996,9.76594,122.64,2,12,9,5,10,9,0,3,0,0.2142857142857142,56,56,0.2727272727272727,0,0,0,8,3,2,-2.2351553404171747,5.29953537280872,1.1915649872425471,-0.8504170213781679,0.3447449896534444,-0.8370232671669375,-0.2758337779634761,-0.4400709774340054,0.2628441129799514,-0.3547604017938666,0.4522106559949581,-0.9448927156027952,-0.469542997939234,0.391611530669638,0.0161278165112481,-0.3236329358653036,0.3955610311943586,-0.8624483127923739,-0.4458525998867854,-0.8275095936784651,-0.6558751716162428,0.0686302792699131,0.4553562409791574,0.2748411985632799,-0.6335104895012054,-0.3541886873429059,0.0031367813796618,0.3227676651998967,0.2957231287360864,0.119609715559875,0.2119024475891707,-0.2146298545171858,,,,,,
S775,[H]N(C1=CC=C(C)O1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CC=NO1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)O1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,746.8759999999995,9.160940000000002,135.53,2,13,9,5,10,10,0,3,0,0.2321428571428571,56,56,0.2790697674418604,0,0,0,8,3,2,-2.338707274500657,5.230725626849741,1.2431400904884886,-0.9209600040663808,0.4111107035678149,-0.926935583506352,-0.2611563896316451,-0.4713088064043641,-0.0497851863481908,-0.5867345948770504,0.6644543968170644,-1.0805644406496566,-0.1472090699483993,0.5294587591734679,0.0992984026832817,-0.5290604053317708,0.1383049744120769,-0.6242198486699999,-0.4856687683793633,-0.7415166265620388,-0.4061558240476496,0.0312934092105143,0.5499778559018851,0.417896074967124,-0.5679408826183614,-0.2439730389922217,-0.0649287785416593,0.1803619138310299,-0.0466434601087964,0.3119007223264757,0.1892265423597834,-0.0681986935141002,,,,,,
S776,[H]N(C1=CC=C(C)O1)C1=CC(=CC=C1C1=CC2=CC(=NC3=NC(=NC(=N1)N23)C1=CN=CO1)C1=C(C=C(C=C1)N1CCCCC1)N([H])C1=CC=C(C)O1)N1CCCCC1,pollice_heptazine_deriv,pollice,source_unlabeled,,,,,False,,,,,,,,,,,,,,,,746.8759999999995,9.160940000000002,135.53,2,13,9,5,10,10,0,3,0,0.2321428571428571,56,56,0.2790697674418604,0,0,0,8,3,2,-2.282797519151735,5.167154040417899,1.4226132817027457,-1.104246658095875,0.3859960479061771,-0.9024749149869248,-0.1113144700774815,-0.5901480217393694,-0.0228855970232669,-0.3853156783795101,0.6469931523315717,-1.0987690417588158,-0.5599859793898501,0.3456478209074697,-0.2027815661324822,-0.4241324769198057,0.3027224052280055,-0.7925342714516254,-0.3485581324195315,-0.6799473831436469,-0.7019116144151003,0.0082764488148846,0.654897735496211,0.1942252691362651,-0.5403195607341447,-0.4312044170059494,0.0163219320990354,0.3338445626547886,0.1766967187597819,0.0661844102514778,0.2072520339835934,-0.1425968799645006,,,,,,
